time,ntot
2.5010204,0.0000000
2.5126531,0.0000000
2.5242857,0.0000000
2.5359184,0.0000000
2.5475510,0.0000000
2.5591837,0.0000000
2.5708163,0.0000000
2.5824490,0.0000000
2.5940816,0.0000000
2.6057143,0.0000000
2.6173469,0.0000000
2.6289796,0.0000000
2.6406122,0.0000000
2.6522449,0.0000000
2.6638776,0.0000000
2.6755102,0.0000000
2.6871429,0.0000000
2.6987755,0.0000000
2.7104082,0.0000000
2.7220408,0.0000000
2.7336735,0.0000000
2.7453061,0.0000000
2.7569388,0.0000000
2.7685714,0.0000000
2.7802041,0.0000000
2.7918367,0.0000000
2.8034694,0.0000000
2.8151020,0.0000000
2.8267347,0.0000000
2.8383673,0.0000000
2.8500000,0.0000000
2.8616327,0.0000000
2.8732653,0.0000000
2.8848980,0.0000000
2.8965306,0.0000000
2.9081633,0.0000000
2.9197959,0.0000000
2.9314286,0.0000000
2.9430612,0.0000000
2.9546939,0.0000000
2.9663265,0.0000000
2.9779592,0.0000000
2.9895918,0.0000000
3.0012245,0.0000000
3.0128571,0.0000000
3.0244898,0.0000000
3.0361224,0.0000000
3.0477551,0.0000000
3.0593878,0.0000000
3.0710204,0.0000000
3.0826531,0.0000000
3.0942857,0.0000000
3.1059184,0.0000000
3.1175510,0.0000000
3.1291837,0.0000000
3.1408163,0.0000000
3.1524490,0.0000000
3.1640816,0.0000000
3.1757143,0.0000000
3.1873469,0.0000000
3.1989796,0.0000000
3.2106122,0.0000000
3.2222449,0.0000000
3.2338776,0.0000000
3.2455102,0.0000000
3.2571429,0.0000000
3.2687755,0.0162579
3.2804082,0.0056861
3.2920408,0.0193723
3.3036735,0.0000000
3.3153061,0.0079666
3.3269388,0.0565924
3.3385714,0.0577445
3.3502041,0.0558564
3.3618367,0.0789076
3.3734694,0.0033108
3.3851020,0.1635998
3.3967347,0.0028289
3.4083673,0.1375071
3.4200000,0.0507686
3.4316327,0.1155142
3.4432653,0.0048576
3.4548980,0.0519643
3.4665306,0.0000000
3.4781633,0.0018958
3.4897959,0.0509598
3.5014286,0.0028887
3.5130612,0.0744346
3.5246939,0.1264735
3.5363265,0.1792274
3.5479592,0.0541394
3.5595918,0.0143525
3.5712245,0.1139439
3.5828571,0.0949127
3.5944898,0.0001258
3.6061224,0.0207913
3.6177551,0.1548766
3.6293878,0.0000000
3.6410204,0.0348423
3.6526531,0.0291139
3.6642857,0.0230183
3.6759184,0.0166613
3.6875510,0.0011914
3.6991837,0.1116393
3.7108163,0.1203550
3.7224490,0.0502849
3.7340816,0.1700723
3.7457143,0.0345199
3.7573469,0.0293153
3.7689796,0.0357022
3.7806122,0.0685007
3.7922449,0.1886269
3.8038776,0.0106671
3.8155102,0.0455761
3.8271429,0.3923471
3.8387755,0.1148451
3.8504082,0.0756828
3.8620408,0.1484736
3.8736735,0.0277532
3.8853061,0.1377910
3.8969388,0.1160386
3.9085714,0.0002363
3.9202041,0.0994800
3.9318367,0.1387928
3.9434694,0.0603549
3.9551020,0.1878410
3.9667347,0.0062647
3.9783673,0.0117209
3.9900000,0.3474634
4.0016327,0.1279836
4.0132653,0.0616661
4.0248980,0.0608217
4.0365306,0.0734572
4.0481633,0.0000000
4.0597959,0.2597511
4.0714286,0.2484133
4.0830612,0.0819234
4.0946939,0.4255469
4.1063265,0.4163154
4.1179592,0.0000000
4.1295918,0.2787631
4.1412245,0.0059125
4.1528571,0.5694677
4.1644898,0.6097268
4.1761224,0.2594134
4.1877551,0.6563087
4.1993878,0.4652080
4.2110204,0.0464873
4.2226531,0.4583817
4.2342857,0.1771078
4.2459184,0.5348478
4.2575510,0.5155092
4.2691837,0.1375203
4.2808163,0.4447622
4.2924490,0.2081611
4.3040816,0.0096977
4.3157143,0.0771951
4.3273469,0.1353223
4.3389796,0.2578359
4.3506122,0.1975257
4.3622449,0.4510784
4.3738776,0.3880246
4.3855102,0.0051849
4.3971429,0.0868701
4.4087755,0.1368507
4.4204082,0.0345255
4.4320408,0.0273448
4.4436735,1.2551850
4.4553061,2.2022700
4.4669388,2.3367004
4.4785714,2.2299476
4.4902041,2.7966101
4.5018367,3.1597760
4.5134694,3.1727974
4.5251020,3.1875043
4.5367347,3.2513862
4.5483673,3.3743558
4.5600000,3.6878524
4.5716327,3.6348419
4.5832653,3.5328534
4.5948980,3.2503009
4.6065306,3.1693707
4.6181633,3.0010788
4.6297959,2.9943242
4.6414286,2.7754714
4.6530612,2.7049665
4.6646939,2.6729012
4.6763265,2.5334332
4.6879592,2.4764214
4.6995918,2.5911164
4.7112245,2.6939135
4.7228571,2.5591266
4.7344898,2.5455122
4.7461224,2.4807599
4.7577551,2.3600926
4.7693878,2.3989687
4.7810204,2.4228704
4.7926531,2.3145866
4.8042857,2.2202983
4.8159184,2.1874266
4.8275510,2.0663264
4.8391837,2.0277174
4.8508163,1.8433282
4.8624490,1.8592041
4.8740816,1.8218665
4.8857143,1.7727247
4.8973469,1.6952152
4.9089796,1.6808386
4.9206122,1.6999826
4.9322449,1.7140651
4.9438776,1.6584461
4.9555102,1.5081013
4.9671429,1.4240239
4.9787755,1.3331573
4.9904082,1.2971805
5.0020408,1.1793056
5.0136735,1.1754903
5.0253061,1.1639382
5.0369388,1.2164929
5.0485714,1.1575506
5.0602041,1.1932907
5.0718367,1.2121906
5.0834694,1.2138246
5.0951020,1.2708626
5.1067347,1.1371945
5.1183673,1.2068570
5.1300000,1.1534424
5.1416327,1.2861646
5.1532653,1.4868321
5.1648980,1.5261562
5.1765306,1.3447500
5.1881633,1.2508410
5.1997959,1.3404948
5.2114286,1.4769628
5.2230612,1.3188530
5.2346939,1.4021525
5.2463265,1.5950119
5.2579592,1.3981156
5.2695918,1.2187260
5.2812245,1.6047778
5.2928571,1.7143891
5.3044898,1.3453631
5.3161224,1.3021038
5.3277551,1.4271059
5.3393878,1.4798019
5.3510204,1.3782713
5.3626531,1.6067948
5.3742857,1.4286638
5.3859184,1.1472273
5.3975510,1.2209034
5.4091837,1.6036856
5.4208163,1.3361731
5.4324490,1.0693412
5.4440816,1.2332256
5.4557143,1.3909084
5.4673469,1.1541305
5.4789796,1.2483852
5.4906122,1.3814363
5.5022449,1.1578403
5.5138776,1.0252414
5.5255102,1.3349006
5.5371429,1.4006152
5.5487755,1.0632819
5.5604082,0.9943833
5.5720408,1.2751615
5.5836735,1.2263618
5.5953061,1.0094678
5.6069388,1.2377119
5.6185714,1.1895120
5.6302041,1.0219934
5.6418367,1.7301782
5.6534694,2.0208290
5.6651020,1.4864041
5.6767347,1.9950265
5.6883673,1.8732748
5.7000000,1.9557338
5.7116327,1.9479098
5.7232653,1.9954708
5.7348980,2.8191800
5.7465306,2.4063232
5.7581633,2.9219122
5.7697959,3.0173986
5.7814286,3.0342674
5.7930612,3.2846115
5.8046939,2.4386258
5.8163265,3.2235157
5.8279592,3.0586419
5.8395918,3.9465551
5.8512245,3.5435257
5.8628571,3.2364011
5.8744898,2.9747891
5.8861224,3.5396516
5.8977551,2.9615426
5.9093878,3.3443656
5.9210204,2.9443917
5.9326531,2.9402223
5.9442857,3.3722422
5.9559184,3.2436142
5.9675510,2.7331800
5.9791837,2.9451222
5.9908163,2.7280841
6.0024490,2.8616562
6.0140816,2.4519916
6.0257143,2.6052709
6.0373469,3.2738471
6.0489796,3.9837263
6.0606122,3.4876094
6.0722449,4.1927562
6.0838776,3.7968524
6.0955102,3.8365209
6.1071429,4.3885136
6.1187755,4.7959013
6.1304082,4.0214267
6.1420408,4.5780349
6.1536735,4.4589977
6.1653061,4.9616108
6.1769388,4.6595354
6.1885714,4.0791831
6.2002041,3.8170929
6.2118367,3.8758118
6.2234694,4.0226994
6.2351020,3.6301417
6.2467347,3.4614935
6.2583673,2.9579163
6.2700000,3.8456953
6.2816327,3.7609119
6.2932653,3.6503224
6.3048980,3.2429576
6.3165306,3.7102222
6.3281633,3.6039271
6.3397959,2.6440120
6.3514286,3.8235626
6.3630612,2.9510345
6.3746939,2.7373989
6.3863265,2.6404884
6.3979592,3.0161080
6.4095918,3.2886696
6.4212245,2.9322886
6.4328571,3.2636938
6.4444898,2.8938725
6.4561224,3.1839876
6.4677551,3.1943903
6.4793878,2.5326977
6.4910204,2.5407810
6.5026531,2.6827612
6.5142857,2.6321869
6.5259184,2.6769342
6.5375510,2.6993511
6.5491837,2.5110955
6.5608163,2.5128644
6.5724490,2.5082850
6.5840816,2.3663144
6.5957143,2.5733395
6.6073469,2.4305871
6.6189796,2.4024196
6.6306122,2.3482928
6.6422449,2.6293149
6.6538776,2.4298537
6.6655102,2.2745423
6.6771429,2.2418027
6.6887755,2.2807627
6.7004082,2.2511611
6.7120408,1.9926037
6.7236735,2.0467653
6.7353061,2.0168123
6.7469388,1.9489883
6.7585714,1.8590117
6.7702041,1.8924609
6.7818367,1.8005533
6.7934694,1.6935362
6.8051020,1.7575616
6.8167347,1.7609322
6.8283673,1.6042640
6.8400000,1.6531996
6.8516327,1.6064913
6.8632653,2.1228099
6.8748980,2.4162354
6.8865306,2.4044487
6.8981633,2.3108115
6.9097959,2.6326454
6.9214286,2.5731473
6.9330612,2.7116354
6.9446939,2.7833951
6.9563265,3.2141147
6.9679592,3.5239968
6.9795918,3.1917467
6.9912245,3.5584323
7.0028571,3.0813203
7.0144898,3.4902234
7.0261224,3.5159869
7.0377551,3.6840496
7.0493878,3.6274252
7.0610204,3.9133825
7.0726531,3.6876030
7.0842857,3.5769792
7.0959184,3.2410865
7.1075510,3.5317237
7.1191837,3.4552145
7.1308163,3.1486728
7.1424490,3.2737849
7.1540816,2.8558044
7.1657143,2.8501544
7.1773469,2.7185736
7.1889796,2.9778450
7.2006122,2.6873031
7.2122449,2.6145072
7.2238776,2.6467955
7.2355102,2.5511260
7.2471429,2.3469777
7.2587755,2.2908301
7.2704082,2.1316547
7.2820408,2.1415939
7.2936735,1.9781586
7.3053061,1.9965843
7.3169388,2.0176532
7.3285714,1.9661016
7.3402041,2.0314722
7.3518367,2.0540645
7.3634694,2.0328674
7.3751020,2.5737000
7.3867347,2.8335145
7.3983673,2.6091216
7.4100000,2.8350711
7.4216327,3.1981421
7.4332653,3.3728049
7.4448980,3.0985084
7.4565306,3.3141518
7.4681633,3.0945303
7.4797959,3.1023769
7.4914286,2.9107246
7.5030612,2.8907027
7.5146939,3.0774407
7.5263265,3.1353350
7.5379592,3.2059631
7.5495918,3.3116517
7.5612245,3.3263209
7.5728571,3.5007315
7.5844898,3.4500468
7.5961224,3.4234285
7.6077551,3.1746888
7.6193878,3.1219535
7.6310204,2.9165452
7.6426531,2.5828595
7.6542857,2.3986268
7.6659184,2.2159512
7.6775510,2.1161671
7.6891837,2.0401163
7.7008163,2.1350322
7.7124490,2.2967296
7.7240816,2.3414190
7.7357143,2.3358610
7.7473469,2.3986535
7.7589796,2.5854716
7.7706122,2.7560749
7.7822449,2.7700386
7.7938776,2.6055932
7.8055102,2.4533262
7.8171429,2.4935124
7.8287755,2.5335412
7.8404082,2.7351818
7.8520408,2.8423982
7.8636735,2.7965488
7.8753061,2.6457624
7.8869388,2.4597096
7.8985714,2.4978092
7.9102041,2.6802378
7.9218367,2.6119890
7.9334694,2.4939139
7.9451020,2.3740096
7.9567347,2.2907567
7.9683673,2.3421249
7.9800000,2.3783305
7.9916327,2.4846148
8.0032653,2.4086862
8.0148980,2.2795992
8.0265306,2.2681527
8.0381633,2.3052616
8.0497959,2.3399856
8.0614286,2.2991762
8.0730612,2.2868466
8.0846939,2.2637126
8.0963265,2.3352489
8.1079592,2.4669638
8.1195918,2.5134988
8.1312245,2.6716845
8.1428571,2.5306516
8.1544898,2.9932799
8.1661224,3.2441156
8.1777551,3.6558018
8.1893878,3.2286406
8.2010204,3.3792133
8.2126531,3.6432691
8.2242857,3.7592752
8.2359184,3.8074789
8.2475510,3.2719269
8.2591837,3.1430731
8.2708163,3.0131021
8.2824490,2.9909339
8.2940816,2.6785407
8.3057143,2.2575388
8.3173469,2.0036821
8.3289796,1.8076676
8.3406122,2.3344603
8.3522449,2.3633094
8.3638776,2.5114868
8.3755102,2.6017795
8.3871429,2.6887836
8.3987755,2.7198033
8.4104082,2.9524441
8.4220408,2.9513755
8.4336735,2.9027753
8.4453061,2.8476028
8.4569388,2.8596184
8.4685714,2.8269403
8.4802041,3.1404920
8.4918367,3.1892135
8.5034694,3.3628795
8.5151020,3.2430975
8.5267347,2.8001280
8.5383673,2.7885113
8.5500000,2.8508852
8.5616327,2.9112272
8.5732653,2.6026123
8.5848980,2.6767573
8.5965306,2.7762940
8.6081633,2.1498365
8.6197959,2.5601573
8.6314286,3.0257540
8.6430612,3.0114655
8.6546939,3.1753850
8.6663265,3.5779557
8.6779592,3.4674082
8.6895918,3.7825427
8.7012245,3.8985312
8.7128571,3.8288779
8.7244898,4.5082855
8.7361224,4.1296406
8.7477551,4.0080657
8.7593878,4.4192657
8.7710204,4.0745344
8.7826531,4.6869802
8.7942857,4.8699274
8.8059184,4.7004013
8.8175510,4.5886421
8.8291837,3.5558281
8.8408163,3.6890514
8.8524490,3.2220869
8.8640816,3.4408894
8.8757143,3.8068314
8.8873469,3.0458975
8.8989796,4.1833520
8.9106122,4.0478973
8.9222449,3.6162114
8.9338776,3.7159877
8.9455102,3.5947332
8.9571429,4.0910373
8.9687755,3.8750470
8.9804082,4.2906909
8.9920408,4.3545156
9.0036735,3.4862437
9.0153061,4.5482006
9.0269388,4.5600767
9.0385714,4.1756458
9.0502041,3.8051198
9.0618367,4.7931967
9.0734694,4.1113172
9.0851020,3.0101733
9.0967347,4.1194329
9.1083673,4.6748962
9.1200000,4.4227400
9.1316327,4.0047274
9.1432653,4.1801271
9.1548980,4.7831802
9.1665306,3.8858023
9.1781633,3.7575741
9.1897959,4.3058815
9.2014286,3.6135216
9.2130612,3.6283796
9.2246939,5.1054592
9.2363265,5.0841856
9.2479592,5.1512880
9.2595918,5.9409618
9.2712245,5.8049984
9.2828571,5.5085015
9.2944898,5.5414920
9.3061224,6.4108825
9.3177551,6.7491331
9.3293878,5.7027378
9.3410204,5.8656573
9.3526531,6.5478125
9.3642857,6.1319742
9.3759184,5.4836211
9.3875510,5.9619160
9.3991837,5.6603603
9.4108163,4.8353872
9.4224490,5.0400600
9.4340816,4.8789268
9.4457143,4.5501270
9.4573469,4.1457930
9.4689796,4.3360739
9.4806122,4.5243111
9.4922449,4.9567251
9.5038776,4.8126993
9.5155102,4.6981516
9.5271429,4.9890633
9.5387755,4.8045950
9.5504082,5.4257126
9.5620408,4.3357744
9.5736735,5.0909252
9.5853061,4.8561125
9.5969388,4.4094315
9.6085714,4.5204201
9.6202041,4.1609874
9.6318367,4.2537727
9.6434694,3.9610040
9.6551020,4.2073798
9.6667347,3.7956958
9.6783673,4.0233364
9.6900000,3.6359043
9.7016327,3.8924594
9.7132653,3.9122424
9.7248980,3.7648420
9.7365306,3.9509926
9.7481633,3.7094822
9.7597959,3.6868274
9.7714286,3.5055156
9.7830612,3.0317116
9.7946939,3.0321374
9.8063265,2.8031044
9.8179592,2.8626957
9.8295918,2.2880750
9.8412245,2.7167211
9.8528571,2.5862868
9.8644898,2.2599525
9.8761224,2.6501741
9.8877551,2.6416016
9.8993878,3.0535390
9.9110204,2.6669307
9.9226531,3.3204610
9.9342857,2.7366126
9.9459184,3.6639621
9.9575510,3.3026509
9.9691837,3.8857746
9.9808163,3.8890591
9.9924490,4.2769570
10.0040816,4.4980001
10.0157143,5.0787420
10.0273469,4.3505869
10.0389796,4.2288485
10.0506122,4.3499832
10.0622449,3.9871755
10.0738776,3.9369326
10.0855102,3.9075973
10.0971429,3.8776593
10.1087755,4.0176897
10.1204082,4.0423303
10.1320408,3.7604418
10.1436735,3.5986247
10.1553061,4.0087891
10.1669388,3.8711071
10.1785714,4.0602202
10.1902041,4.4470987
10.2018367,3.8551702
10.2134694,4.6558714
10.2251020,4.0391145
10.2367347,4.6554222
10.2483673,4.4564810
10.2600000,4.4049582
10.2716327,4.7177591
10.2832653,4.4401655
10.2948980,4.8460217
10.3065306,4.6136909
10.3181633,4.6915627
10.3297959,4.6190300
10.3414286,4.4574161
10.3530612,4.7396293
10.3646939,4.3877296
10.3763265,4.8269644
10.3879592,4.3778381
10.3995918,4.6591287
10.4112245,4.2470078
10.4228571,4.4683962
10.4344898,4.5825787
10.4461224,4.9650803
10.4577551,5.8077765
10.4693878,5.8181558
10.4810204,5.8715196
10.4926531,6.0165806
10.5042857,6.0181675
10.5159184,6.2933645
10.5275510,5.7981167
10.5391837,5.6823015
10.5508163,5.7022295
10.5624490,5.6068697
10.5740816,5.9280910
10.5857143,5.7226639
10.5973469,5.7459130
10.6089796,5.2716303
10.6206122,5.0243511
10.6322449,5.1425629
10.6438776,4.8236923
10.6555102,4.8565712
10.6671429,5.0631542
10.6787755,4.8238363
10.6904082,4.5673494
10.7020408,4.4543982
10.7136735,4.3820763
10.7253061,4.3238573
10.7369388,4.3767796
10.7485714,4.4208798
10.7602041,4.3648601
10.7718367,4.2727046
10.7834694,4.1203547
10.7951020,4.0000763
10.8067347,3.7764452
10.8183673,3.6703010
10.8300000,3.5708721
10.8416327,3.4713583
10.8532653,3.3031991
10.8648980,3.1593888
10.8765306,3.0547128
10.8881633,2.7725043
10.8997959,2.8549337
10.9114286,2.8475316
10.9230612,2.7795591
10.9346939,2.7111337
10.9463265,2.7004275
10.9579592,2.7202318
10.9695918,2.9143543
10.9812245,3.0040591
10.9928571,3.1420178
11.0044898,3.1950278
11.0161224,3.4268732
11.0277551,5.1267624
11.0393878,5.8317499
11.0510204,7.8996305
11.0626531,7.4926300
11.0742857,7.6065607
11.0859184,7.5334024
11.0975510,7.4303069
11.1091837,7.6447148
11.1208163,7.7991171
11.1324490,7.6829309
11.1440816,7.5289245
11.1557143,7.5494585
11.1673469,7.7404661
11.1789796,7.6279898
11.1906122,7.3872385
11.2022449,7.2294827
11.2138776,7.0039482
11.2255102,6.8240142
11.2371429,6.1698380
11.2487755,6.2545753
11.2604082,6.0663075
11.2720408,6.0221677
11.2836735,5.4762707
11.2953061,5.3885155
11.3069388,5.6825500
11.3185714,5.3221483
11.3302041,5.3397207
11.3418367,5.3368273
11.3534694,5.2287998
11.3651020,5.0617571
11.3767347,5.0912571
11.3883673,5.0077667
11.4000000,4.8132410
11.4116327,4.8435373
11.4232653,4.6753135
11.4348980,4.4423180
11.4465306,4.3135147
11.4581633,4.3735790
11.4697959,4.3319607
11.4814286,4.1219420
11.4930612,4.0446587
11.5046939,3.9354749
11.5163265,3.7207961
11.5279592,3.5865223
11.5395918,3.4559088
11.5512245,3.4869153
11.5628571,3.4641280
11.5744898,3.4754663
11.5861224,3.5051761
11.5977551,3.3714738
11.6093878,3.1942215
11.6210204,3.2136638
11.6326531,3.3376298
11.6442857,3.1444733
11.6559184,3.7792149
11.6675510,4.4311142
11.6791837,4.0218949
11.6908163,4.3305998
11.7024490,4.2036610
11.7140816,5.1164265
11.7257143,4.8606529
11.7373469,5.4004154
11.7489796,4.6467819
11.7606122,5.0899830
11.7722449,5.3020043
11.7838776,5.6078119
11.7955102,5.3259349
11.8071429,4.6522470
11.8187755,4.9371500
11.8304082,4.4943485
11.8420408,5.5150266
11.8536735,6.8632221
11.8653061,6.8456593
11.8769388,6.9041247
11.8885714,6.8506985
11.9002041,6.5325089
11.9118367,6.7287102
11.9234694,6.7912111
11.9351020,6.6982517
11.9467347,6.4023085
11.9583673,6.4767799
11.9700000,6.8566408
11.9816327,6.8980007
11.9932653,8.2608681
12.0048980,8.0773764
12.0165306,6.8321390
12.0281633,6.6274929
12.0397959,7.0056887
12.0514286,7.1010571
12.0630612,7.1119165
12.0746939,6.2407446
12.0863265,6.7547226
12.0979592,7.3969240
12.1095918,8.3051949
12.1212245,8.1840382
12.1328571,7.6132278
12.1444898,8.2097569
12.1561224,8.5526695
12.1677551,8.3515186
12.1793878,7.7170877
12.1910204,7.1701655
12.2026531,7.3001328
12.2142857,7.7548838
12.2259184,9.0285654
12.2375510,9.2514229
12.2491837,5.4771681
12.2608163,8.2121401
12.2724490,6.9421639
12.2840816,5.4157796
12.2957143,6.1696262
12.3073469,5.4375343
12.3189796,4.6190109
12.3306122,5.7981873
12.3422449,4.7289534
12.3538776,2.8899651
12.3655102,4.1826067
12.3771429,3.9590454
12.3887755,3.6143279
12.4004082,4.3467741
12.4120408,3.6628141
12.4236735,3.1995933
12.4353061,3.8837872
12.4469388,3.3227980
12.4585714,3.3728724
12.4702041,3.6939287
12.4818367,3.0947998
12.4934694,3.5398421
12.5051020,3.5242498
12.5167347,3.4364419
12.5283673,3.9770918
12.5400000,3.2738018
12.5516327,4.3318086
12.5632653,3.8681726
12.5748980,3.6321554
12.5865306,4.0267243
12.5981633,3.3133097
12.6097959,4.1900053
12.6214286,4.0427933
12.6330612,3.1506422
12.6446939,3.7121119
12.6563265,3.0367332
12.6679592,3.2163582
12.6795918,3.7055762
12.6912245,4.9448643
12.7028571,4.8058929
12.7144898,4.4325595
12.7261224,5.1053843
12.7377551,4.7628336
12.7493878,4.8261037
12.7610204,4.7470574
12.7726531,5.4056716
12.7842857,6.1747665
12.7959184,5.8500981
12.8075510,6.2446537
12.8191837,5.0408263
12.8308163,4.4840646
12.8424490,5.0258551
12.8540816,4.6721992
12.8657143,5.3363671
12.8773469,5.4175639
12.8889796,5.2441759
12.9006122,5.2037015
12.9122449,4.2753983
12.9238776,4.3930645
12.9355102,4.5354624
12.9471429,3.9361851
12.9587755,4.3852167
12.9704082,4.5839133
12.9820408,4.1923237
12.9936735,4.4130468
13.0053061,4.4294314
13.0169388,4.0292010
13.0285714,4.1522732
13.0402041,4.2541294
13.0518367,3.8347514
13.0634694,3.6577182
13.0751020,3.7695665
13.0867347,3.8114228
13.0983673,3.4364967
13.1100000,3.7195697
13.1216327,3.5628941
13.1332653,3.5029070
13.1448980,3.3789806
13.1565306,3.4645853
13.1681633,3.1231022
13.1797959,3.0976875
13.1914286,3.2494748
13.2030612,3.0736415
13.2146939,3.4912500
13.2263265,3.1821527
13.2379592,3.0234427
13.2495918,3.0082397
13.2612245,2.9776797
13.2728571,3.2510865
13.2844898,3.3605113
13.2961224,4.1656170
13.3077551,4.0071449
13.3193878,4.3324013
13.3310204,4.1687984
13.3426531,3.9229758
13.3542857,4.4730802
13.3659184,4.1693478
13.3775510,4.4368429
13.3891837,4.1128740
13.4008163,3.6834087
13.4124490,4.2577829
13.4240816,4.1544061
13.4357143,3.4829793
13.4473469,4.5647326
13.4589796,4.8962736
13.4706122,4.3906302
13.4822449,6.2414298
13.4938776,6.1972399
13.5055102,6.3756347
13.5171429,6.1305580
13.5287755,5.8953204
13.5404082,6.5737514
