time,mosqito_sone
0.4240006,0.0000000
0.4260006,0.0000000
0.4280006,0.0000000
0.4300006,0.0000000
0.4320006,0.0000000
0.4340006,0.0000000
0.4360006,0.0000000
0.4380006,0.0000000
0.4400006,0.0000000
0.4420006,0.0000000
0.4440006,0.0000000
0.4460006,0.0000000
0.4480007,0.0000000
0.4500007,0.0000000
0.4520007,0.0000000
0.4540007,0.0000000
0.4560007,0.0000000
0.4580007,0.0000000
0.4600007,0.0000000
0.4620007,0.0000000
0.4640007,0.0000000
0.4660007,0.0000000
0.4680007,0.0000000
0.4700007,0.0000000
0.4720007,0.0000000
0.4740007,0.0000000
0.4760007,0.0000000
0.4780007,0.0000000
0.4800007,0.0000000
0.4820007,0.0000000
0.4840007,0.0000000
0.4860007,0.0000000
0.4880007,0.0000000
0.4900007,0.0000000
0.4920007,0.0000000
0.4940007,0.0000000
0.4960007,0.0000000
0.4980007,0.0000000
0.5000007,0.0000000
0.5020007,0.0000000
0.5040007,0.0000000
0.5060007,0.0000000
0.5080007,0.0000000
0.5100007,0.0000000
0.5120007,0.0000000
0.5140007,0.0000000
0.5160008,0.0000000
0.5180008,0.0000000
0.5200008,0.0000000
0.5220008,0.0000000
0.5240008,0.0000000
0.5260008,0.0000000
0.5280008,0.0000000
0.5300008,0.0000000
0.5320008,0.0000000
0.5340008,0.0000000
0.5360008,0.0000000
0.5380008,0.0000000
0.5400008,0.0000000
0.5420008,0.0000000
0.5440008,0.0000000
0.5460008,0.0000000
0.5480008,0.0000000
0.5500008,0.0000000
0.5520008,0.0000000
0.5540008,0.0000000
0.5560008,0.0000000
0.5580008,0.0000000
0.5600008,0.0000000
0.5620008,0.0000000
0.5640008,0.0000000
0.5660008,0.0000000
0.5680008,0.0000000
0.5700008,0.0000000
0.5720008,0.0000000
0.5740008,0.0000000
0.5760008,0.0000000
0.5780008,0.0000000
0.5800008,0.0000000
0.5820008,0.0000000
0.5840008,0.0000000
0.5860009,0.0000000
0.5880009,0.0000000
0.5900009,0.0000000
0.5920009,0.0000000
0.5940009,0.0000000
0.5960009,0.0000000
0.5980009,0.0000000
0.6000009,0.0000000
0.6020009,0.0000000
0.6040009,0.0000000
0.6060009,0.0000000
0.6080009,0.0000000
0.6100009,0.0000000
0.6120009,0.0000000
0.6140009,0.0000000
0.6160009,0.0000000
0.6180009,0.0000000
0.6200009,0.0000000
0.6220009,0.0000000
0.6240009,0.0000000
0.6260009,0.0000000
0.6280009,0.0000000
0.6300009,0.0000000
0.6320009,0.0000000
0.6340009,0.0000000
0.6360009,0.0000000
0.6380009,0.0000000
0.6400009,0.0000000
0.6420009,0.0000000
0.6440009,0.0000000
0.6460009,0.0000000
0.6480009,0.0000000
0.6500009,0.0000000
0.6520009,0.0000000
0.6540010,0.0000000
0.6560010,0.0000000
0.6580010,0.0000000
0.6600010,0.0000000
0.6620010,0.0000000
0.6640010,0.0000000
0.6660010,0.0000000
0.6680010,0.0000000
0.6700010,0.0000000
0.6720010,0.0000000
0.6740010,0.0000000
0.6760010,0.0000000
0.6780010,0.0000000
0.6800010,0.0000000
0.6820010,0.0000000
0.6840010,0.0000000
0.6860010,0.0000000
0.6880010,0.0000000
0.6900010,0.0000000
0.6920010,0.0000000
0.6940010,0.0000000
0.6960010,0.0000000
0.6980010,0.0000000
0.7000010,0.0000000
0.7020010,0.0000000
0.7040010,0.0000000
0.7060010,0.0000000
0.7080010,0.0000000
0.7100010,0.0000000
0.7120010,0.0000000
0.7140010,0.0000000
0.7160010,0.0000000
0.7180010,0.0000000
0.7200010,0.0000000
0.7220011,0.0000000
0.7240011,0.0000000
0.7260011,0.0000000
0.7280011,0.0000000
0.7300011,0.0000000
0.7320011,0.0000000
0.7340011,0.0000000
0.7360011,0.0000000
0.7380011,0.0000000
0.7400011,0.0000000
0.7420011,0.0000000
0.7440011,0.0000000
0.7460011,0.0000000
0.7480011,0.0000000
0.7500011,0.0000000
0.7520011,0.0000000
0.7540011,0.0000000
0.7560011,0.0000000
0.7580011,0.0000000
0.7600011,0.0000000
0.7620011,0.0000000
0.7640011,0.0000000
0.7660011,0.0000000
0.7680011,0.0000000
0.7700011,0.0000000
0.7720011,0.0000000
0.7740011,0.0000000
0.7760011,0.0000000
0.7780011,0.0000000
0.7800011,0.0000000
0.7820011,0.0000000
0.7840011,0.0000000
0.7860011,0.0000000
0.7880011,0.0000000
0.7900011,0.0000000
0.7920012,0.0000000
0.7940012,0.0000000
0.7960012,0.0000000
0.7980012,0.0000000
0.8000012,0.0000000
0.8020012,0.0000000
0.8040012,0.0000000
0.8060012,0.0000000
0.8080012,0.0000000
0.8100012,0.0000000
0.8120012,0.0000000
0.8140012,0.0000000
0.8160012,0.0000000
0.8180012,0.0000000
0.8200012,0.0000000
0.8220012,0.0000000
0.8240012,0.0000000
0.8260012,0.0000000
0.8280012,0.0000000
0.8300012,0.0000000
0.8320012,0.0000000
0.8340012,0.0000000
0.8360012,0.0000000
0.8380012,0.0000000
0.8400012,0.0000000
0.8420012,0.0000000
0.8440012,0.0000000
0.8460012,0.0000000
0.8480012,0.0000000
0.8500012,0.0000000
0.8520012,0.0000000
0.8540012,0.0000000
0.8560012,0.0000000
0.8580012,0.0000000
0.8600013,0.0000000
0.8620013,0.0000000
0.8640013,0.0000000
0.8660013,0.0000000
0.8680013,0.0000000
0.8700013,0.0000000
0.8720013,0.0000000
0.8740013,0.0000000
0.8760013,0.0000000
0.8780013,0.0000000
0.8800013,0.0000000
0.8820013,0.0000000
0.8840013,0.0000000
0.8860013,0.0000000
0.8880013,0.0000000
0.8900013,0.0000000
0.8920013,0.0000000
0.8940013,0.0000000
0.8960013,0.0000000
0.8980013,0.0000000
0.9000013,0.0000000
0.9020013,0.0000000
0.9040013,0.0000000
0.9060013,0.0000000
0.9080013,0.0000000
0.9100013,0.0000000
0.9120013,0.0000000
0.9140013,0.0000000
0.9160013,0.0000000
0.9180013,0.0000000
0.9200013,0.0000000
0.9220013,0.0000000
0.9240013,0.0000000
0.9260013,0.0000000
0.9280013,0.0000000
0.9300014,0.0000000
0.9320014,0.0000000
0.9340014,0.0000000
0.9360014,0.0000000
0.9380014,0.0000000
0.9400014,0.0000000
0.9420014,0.0000000
0.9440014,0.0000000
0.9460014,0.0000000
0.9480014,0.0000000
0.9500014,0.0000000
0.9520014,0.0000000
0.9540014,0.0000000
0.9560014,0.0000000
0.9580014,0.0000000
0.9600014,0.0000000
0.9620014,0.0000000
0.9640014,0.0000000
0.9660014,0.0000000
0.9680014,0.0000000
0.9700014,0.0000000
0.9720014,0.0000000
0.9740014,0.0000000
0.9760014,0.0000000
0.9780014,0.0000000
0.9800014,0.0000000
0.9820014,0.0000000
0.9840014,0.0000000
0.9860014,0.0000000
0.9880014,0.0000000
0.9900014,0.0000000
0.9920014,0.0000000
0.9940014,0.0000000
0.9960014,0.0000000
0.9980015,0.0000000
1.0000015,0.0000000
1.0020015,0.0000000
1.0040015,0.0000000
1.0060015,0.0000000
1.0080015,0.0000000
1.0100015,0.0000000
1.0120015,0.0000000
1.0140015,0.0000000
1.0160015,0.0000000
1.0180015,0.0000000
1.0200015,0.0000000
1.0220015,0.0000000
1.0240015,0.0000000
1.0260015,0.0000000
1.0280015,0.0000000
1.0300015,0.0000000
1.0320015,0.0000000
1.0340015,0.0000000
1.0360015,0.0000000
1.0380015,0.0000000
1.0400015,0.0000000
1.0420015,0.0000000
1.0440015,0.0000000
1.0460015,0.0000000
1.0480015,0.0000000
1.0500015,0.0000000
1.0520015,0.0000000
1.0540015,0.0000000
1.0560015,0.0000000
1.0580015,0.0000000
1.0600015,0.0000000
1.0620015,0.0000000
1.0640015,0.0000000
1.0660016,0.0000000
1.0680016,0.0000000
1.0700016,0.0000000
1.0720016,0.0000000
1.0740016,0.0000000
1.0760016,0.0000000
1.0780016,0.0000000
1.0800016,0.0000000
1.0820016,0.0000000
1.0840016,0.0000000
1.0860016,0.0000000
1.0880016,0.0000000
1.0900016,0.0000000
1.0920016,0.0000000
1.0940016,0.0000000
1.0960016,0.0000000
1.0980016,0.0000000
1.1000016,0.0000000
1.1020016,0.0000000
1.1040016,0.0000000
1.1060016,0.0000000
1.1080016,0.0000000
1.1100016,0.0000000
1.1120016,0.0000000
1.1140016,0.0000000
1.1160016,0.0000000
1.1180016,0.0000000
1.1200016,0.0000000
1.1220016,0.0000000
1.1240016,0.0000000
1.1260016,0.0000000
1.1280016,0.0000000
1.1300016,0.0000000
1.1320016,0.0000000
1.1340016,0.0000000
1.1360017,0.0000000
1.1380017,0.0000000
1.1400017,0.0000000
1.1420017,0.0000000
1.1440017,0.0000000
1.1460017,0.0000000
1.1480017,0.0000000
1.1500017,0.0000000
1.1520017,0.0000000
1.1540017,0.0000000
1.1560017,0.0000000
1.1580017,0.0000000
1.1600017,0.0000000
1.1620017,0.0000000
1.1640017,0.0000000
1.1660017,0.0000000
1.1680017,0.0000000
1.1700017,0.0000000
1.1720017,0.0000000
1.1740017,0.0000000
1.1760017,0.0000000
1.1780017,0.0000000
1.1800017,0.0000000
1.1820017,0.0000000
1.1840017,0.0000000
1.1860017,0.0000000
1.1880017,0.0000000
1.1900017,0.0000000
1.1920017,0.0000000
1.1940017,0.0000000
1.1960017,0.0000000
1.1980017,0.0000000
1.2000017,0.0000000
1.2020017,0.0000000
1.2040018,0.0000000
1.2060018,0.0000000
1.2080018,0.0000000
1.2100018,0.0000000
1.2120018,0.0000000
1.2140018,0.0000000
1.2160018,0.0000000
1.2180018,0.0000000
1.2200018,0.0000000
1.2220018,0.0000000
1.2240018,0.0000000
1.2260018,0.0000000
1.2280018,0.0000000
1.2300018,0.0000000
1.2320018,0.0000000
1.2340018,0.0000000
1.2360018,0.0000000
1.2380018,0.0000000
1.2400018,0.0000000
1.2420018,0.0000000
1.2440018,0.0000000
1.2460018,0.0000000
1.2480018,0.0000000
1.2500018,0.0000000
1.2520018,0.0000000
1.2540018,0.0000000
1.2560018,0.0000000
1.2580018,0.0000000
1.2600018,0.0000000
1.2620018,0.0000000
1.2640018,0.0000000
1.2660018,0.0000000
1.2680018,0.0000000
1.2700018,0.0000000
1.2720019,0.0000000
1.2740019,0.0000000
1.2760019,0.0000000
1.2780019,0.0000000
1.2800019,0.0000000
1.2820019,0.0000000
1.2840019,0.0000000
1.2860019,0.0000000
1.2880019,0.0000000
1.2900019,0.0000000
1.2920019,0.0000000
1.2940019,0.0000000
1.2960019,0.0000000
1.2980019,0.0000000
1.3000019,0.0000000
1.3020019,0.0000000
1.3040019,0.0000000
1.3060019,0.0000000
1.3080019,0.0000000
1.3100019,0.0000000
1.3120019,0.0000000
1.3140019,0.0000000
1.3160019,0.0000000
1.3180019,0.0000000
1.3200019,0.0000000
1.3220019,0.0000000
1.3240019,0.0000000
1.3260019,0.0000000
1.3280019,0.0000000
1.3300019,0.0000000
1.3320019,0.0000000
1.3340019,0.0000000
1.3360019,0.0000000
1.3380019,0.0000000
1.3400019,0.0000000
1.3420020,0.0000000
1.3440020,0.0000000
1.3460020,0.0000000
1.3480020,0.0000000
1.3500020,0.0000000
1.3520020,0.0000000
1.3540020,0.0000000
1.3560020,0.0000000
1.3580020,0.0000000
1.3600020,0.0000000
1.3620020,0.0000000
1.3640020,0.0000000
1.3660020,0.0000000
1.3680020,0.0000000
1.3700020,0.0000000
1.3720020,0.0000000
1.3740020,0.0000000
1.3760020,0.0000000
1.3780020,0.0000000
1.3800020,0.0000000
1.3820020,0.0000000
1.3840020,0.0000000
1.3860020,0.0000000
1.3880020,0.0000000
1.3900020,0.0000000
1.3920020,0.0000000
1.3940020,0.0000000
1.3960020,0.0000000
1.3980020,0.0000000
1.4000020,0.0000000
1.4020020,0.0000000
1.4040020,0.0000000
1.4060020,0.0000000
1.4080020,0.0000000
1.4100021,0.0000000
1.4120021,0.0000000
1.4140021,0.0000000
1.4160021,0.0000000
1.4180021,0.0000000
1.4200021,0.0000000
1.4220021,0.0000000
1.4240021,0.0000000
1.4260021,0.0000000
1.4280021,0.0000000
1.4300021,0.0000000
1.4320021,0.0000000
1.4340021,0.0000000
1.4360021,0.0000000
1.4380021,0.0000000
1.4400021,0.0000000
1.4420021,0.0000000
1.4440021,0.0000000
1.4460021,0.0000000
1.4480021,0.0000000
1.4500021,0.0000000
1.4520021,0.0000000
1.4540021,0.0000000
1.4560021,0.0000000
1.4580021,0.0000000
1.4600021,0.0000000
1.4620021,0.0000000
1.4640021,0.0000000
1.4660021,0.0000000
1.4680021,0.0000000
1.4700021,0.0000000
1.4720021,0.0000000
1.4740021,0.0000000
1.4760021,0.0000000
1.4780021,0.0000000
1.4800022,0.0000000
1.4820022,0.0000000
1.4840022,0.0000000
1.4860022,0.0000000
1.4880022,0.0000000
1.4900022,0.0000000
1.4920022,0.0000000
1.4940022,0.0000000
1.4960022,0.0000000
1.4980022,0.0000000
1.5000022,0.0000000
1.5020022,0.0000000
1.5040022,0.0000000
1.5060022,0.0000000
1.5080022,0.0000000
1.5100022,0.0000000
1.5120022,0.0000000
1.5140022,0.0000000
1.5160022,0.0000000
1.5180022,0.0000000
1.5200022,0.0000000
1.5220022,0.0000000
1.5240022,0.0000000
1.5260022,0.0000000
1.5280022,0.0000000
1.5300022,0.0000000
1.5320022,0.0000000
1.5340022,0.0000000
1.5360022,0.0000000
1.5380022,0.0000000
1.5400022,0.0000000
1.5420022,0.0000000
1.5440022,0.0000000
1.5460022,0.0000000
1.5480023,0.0000000
1.5500023,0.0000000
1.5520023,0.0000000
1.5540023,0.0000000
1.5560023,0.0000000
1.5580023,0.0000000
1.5600023,0.0000000
1.5620023,0.0000000
1.5640023,0.0000000
1.5660023,0.0000000
1.5680023,0.0000000
1.5700023,0.0000000
1.5720023,0.0000000
1.5740023,0.0000000
1.5760023,0.0000000
1.5780023,0.0000000
1.5800023,0.0000000
1.5820023,0.0000000
1.5840023,0.0000000
1.5860023,0.0000000
1.5880023,0.0000000
1.5900023,0.0000000
1.5920023,0.0000000
1.5940023,0.0000000
1.5960023,0.0000000
1.5980023,0.0000000
1.6000023,0.0000000
1.6020023,0.0000000
1.6040023,0.0000000
1.6060023,0.0000000
1.6080023,0.0000000
1.6100023,0.0000000
1.6120023,0.0000000
1.6140023,0.0000000
1.6160024,0.0000000
1.6180024,0.0000000
1.6200024,0.0000000
1.6220024,0.0000000
1.6240024,0.0000000
1.6260024,0.0000000
1.6280024,0.0000000
1.6300024,0.0000000
1.6320024,0.0000000
1.6340024,0.0000000
1.6360024,0.0000000
1.6380024,0.0000000
1.6400024,0.0000000
1.6420024,0.0000000
1.6440024,0.0000000
1.6460024,0.0000000
1.6480024,0.0000000
1.6500024,0.0000000
1.6520024,0.0000000
1.6540024,0.0000000
1.6560024,0.0000000
1.6580024,0.0000000
1.6600024,0.0000000
1.6620024,0.0000000
1.6640024,0.0000000
1.6660024,0.0000000
1.6680024,0.0000000
1.6700024,0.0000000
1.6720024,0.0000000
1.6740024,0.0000000
1.6760024,0.0000000
1.6780024,0.0000000
1.6800024,0.0000000
1.6820024,0.0000000
1.6840024,0.0000000
1.6860025,0.0000000
1.6880025,0.0000000
1.6900025,0.0000000
1.6920025,0.0000000
1.6940025,0.0000000
1.6960025,0.0000000
1.6980025,0.0000000
1.7000025,0.0000000
1.7020025,0.0000000
1.7040025,0.0000000
1.7060025,0.0000000
1.7080025,0.0000000
1.7100025,0.0000000
1.7120025,0.0000000
1.7140025,0.0000000
1.7160025,0.0000000
1.7180025,0.0000000
1.7200025,0.0000000
1.7220025,0.0000000
1.7240025,0.0000000
1.7260025,0.0000000
1.7280025,0.0000000
1.7300025,0.0000000
1.7320025,0.0000000
1.7340025,0.0000000
1.7360025,0.0000000
1.7380025,0.0000000
1.7400025,0.0000000
1.7420025,0.0000000
1.7440025,0.0000000
1.7460025,0.0000000
1.7480025,0.0000000
1.7500025,0.0000000
1.7520025,0.0000000
1.7540026,0.0000000
1.7560026,0.0000000
1.7580026,0.0000000
1.7600026,0.0000000
1.7620026,0.0000000
1.7640026,0.0000000
1.7660026,0.0000000
1.7680026,0.0000000
1.7700026,0.0000000
1.7720026,0.0000000
1.7740026,0.0000000
1.7760026,0.0000000
1.7780026,0.0000000
1.7800026,0.0000000
1.7820026,0.0000000
1.7840026,0.0000000
1.7860026,0.0000000
1.7880026,0.0000000
1.7900026,0.0000000
1.7920026,0.0000000
1.7940026,0.0000000
1.7960026,0.0000000
1.7980026,0.0000000
1.8000026,0.0000000
1.8020026,0.0000000
1.8040026,0.0000000
1.8060026,0.0000000
1.8080026,0.0000000
1.8100026,0.0000000
1.8120026,0.0000000
1.8140026,0.0000000
1.8160026,0.0000000
1.8180026,0.0000000
1.8200026,0.0000000
1.8220027,0.0000000
1.8240027,0.0000000
1.8260027,0.0000000
1.8280027,0.0000000
1.8300027,0.0000000
1.8320027,0.0000000
1.8340027,0.0000000
1.8360027,0.0000000
1.8380027,0.0000000
1.8400027,0.0000000
1.8420027,0.0000000
1.8440027,0.0000000
1.8460027,0.0000000
1.8480027,0.0000000
1.8500027,0.0000000
1.8520027,0.0000000
1.8540027,0.0000000
1.8560027,0.0000000
1.8580027,0.0000000
1.8600027,0.0000000
1.8620027,0.0000000
1.8640027,0.0000000
1.8660027,0.0000000
1.8680027,0.0000000
1.8700027,0.0000000
1.8720027,0.0000000
1.8740027,0.0000000
1.8760027,0.0000000
1.8780027,0.0000000
1.8800027,0.0000000
1.8820027,0.0000000
1.8840027,0.0000000
1.8860027,0.0000000
1.8880027,0.0000000
1.8900027,0.0000000
1.8920028,0.0000000
1.8940028,0.0000000
1.8960028,0.0000000
1.8980028,0.0000000
1.9000028,0.0000000
1.9020028,0.0000000
1.9040028,0.0000000
1.9060028,0.0000000
1.9080028,0.0000000
1.9100028,0.0000000
1.9120028,0.0000000
1.9140028,0.0000000
1.9160028,0.0000000
1.9180028,0.0000000
1.9200028,0.0000000
1.9220028,0.0000000
1.9240028,0.0000000
1.9260028,0.0000000
1.9280028,0.0000000
1.9300028,0.0000000
1.9320028,0.0000000
1.9340028,0.0000000
1.9360028,0.0000000
1.9380028,0.0000000
1.9400028,0.0000000
1.9420028,0.0000000
1.9440028,0.0000000
1.9460028,0.0000000
1.9480028,0.0000000
1.9500028,0.0000000
1.9520028,0.0000000
1.9540028,0.0000000
1.9560028,0.0000000
1.9580028,0.0000000
1.9600029,0.0000000
1.9620029,0.0000000
1.9640029,0.0000000
1.9660029,0.0000000
1.9680029,0.0000000
1.9700029,0.0000000
1.9720029,0.0000000
1.9740029,0.0000000
1.9760029,0.0000000
1.9780029,0.0000000
1.9800029,0.0000000
1.9820029,0.0000000
1.9840029,0.0000000
1.9860029,0.0000000
1.9880029,0.0000000
1.9900029,0.0000000
1.9920029,0.0000000
1.9940029,0.0000000
1.9960029,0.0000000
1.9980029,0.0000000
2.0000029,0.0000000
2.0020029,0.0000000
2.0040029,0.0000000
2.0060029,0.0000000
2.0080029,0.0000000
2.0100029,0.0000000
2.0120029,0.0000000
2.0140029,0.0000000
2.0160029,0.0000000
2.0180029,0.0000000
2.0200029,0.0000000
2.0220029,0.0000000
2.0240029,0.0000000
2.0260029,0.0000000
2.0280029,0.0000000
2.0300030,0.0000000
2.0320030,0.0000000
2.0340030,0.0000000
2.0360030,0.0000000
2.0380030,0.0000000
2.0400030,0.0000000
2.0420030,0.0000000
2.0440030,0.0000000
2.0460030,0.0000000
2.0480030,0.0000000
2.0500030,0.0000000
2.0520030,0.0000000
2.0540030,0.0000000
2.0560030,0.0000000
2.0580030,0.0000000
2.0600030,0.0000000
2.0620030,0.0000000
2.0640030,0.0000000
2.0660030,0.0000000
2.0680030,0.0000000
2.0700030,0.0000000
2.0720030,0.0000000
2.0740030,0.0000000
2.0760030,0.0000000
2.0780030,0.0000000
2.0800030,0.0000000
2.0820030,0.0000000
2.0840030,0.0000000
2.0860030,0.0000000
2.0880030,0.0000000
2.0900030,0.0000000
2.0920030,0.0000000
2.0940030,0.0000000
2.0960030,0.0000000
2.0980031,0.0000000
2.1000031,0.0000000
2.1020031,0.0000000
2.1040031,0.0000000
2.1060031,0.0000000
2.1080031,0.0000000
2.1100031,0.0000000
2.1120031,0.0000000
2.1140031,0.0000000
2.1160031,0.0000000
2.1180031,0.0000000
2.1200031,0.0000000
2.1220031,0.0000000
2.1240031,0.0000000
2.1260031,0.0000000
2.1280031,0.0000000
2.1300031,0.0000000
2.1320031,0.0000000
2.1340031,0.0000000
2.1360031,0.0000000
2.1380031,0.0000000
2.1400031,0.0000000
2.1420031,0.0000000
2.1440031,0.0000000
2.1460031,0.0000000
2.1480031,0.0000000
2.1500031,0.0000000
2.1520031,0.0000000
2.1540031,0.0000000
2.1560031,0.0000000
2.1580031,0.0000000
2.1600031,0.0000000
2.1620031,0.0000000
2.1640031,0.0000000
2.1660032,0.0000000
2.1680032,0.0000000
2.1700032,0.0000000
2.1720032,0.0000000
2.1740032,0.0000000
2.1760032,0.0000000
2.1780032,0.0000000
2.1800032,0.0000000
2.1820032,0.0000000
2.1840032,0.0000000
2.1860032,0.0000000
2.1880032,0.0000000
2.1900032,0.0000000
2.1920032,0.0000000
2.1940032,0.0000000
2.1960032,0.0000000
2.1980032,0.0000000
2.2000032,0.0000000
2.2020032,0.0000000
2.2040032,0.0000000
2.2060032,0.0000000
2.2080032,0.0000000
2.2100032,0.0000000
2.2120032,0.0000000
2.2140032,0.0000000
2.2160032,0.0000000
2.2180032,0.0000000
2.2200032,0.0000000
2.2220032,0.0000000
2.2240032,0.0000000
2.2260032,0.0000000
2.2280032,0.0000000
2.2300032,0.0000000
2.2320032,0.0000000
2.2340032,0.0000000
2.2360033,0.0000000
2.2380033,0.0000000
2.2400033,0.0000000
2.2420033,0.0000000
2.2440033,0.0000000
2.2460033,0.0000000
2.2480033,0.0000000
2.2500033,0.0000000
2.2520033,0.0000000
2.2540033,0.0000000
2.2560033,0.0000000
2.2580033,0.0000000
2.2600033,0.0000000
2.2620033,0.0000000
2.2640033,0.0000000
2.2660033,0.0000000
2.2680033,0.0000000
2.2700033,0.0000000
2.2720033,0.0000000
2.2740033,0.0000000
2.2760033,0.0000000
2.2780033,0.0000000
2.2800033,0.0000000
2.2820033,0.0000000
2.2840033,0.0000000
2.2860033,0.0000000
2.2880033,0.0000000
2.2900033,0.0000000
2.2920033,0.0000000
2.2940033,0.0000000
2.2960033,0.0000000
2.2980033,0.0000000
2.3000033,0.0000000
2.3020033,0.0000000
2.3040034,0.0000000
2.3060034,0.0000000
2.3080034,0.0000000
2.3100034,0.0000000
2.3120034,0.0000000
2.3140034,0.0000000
2.3160034,0.0000000
2.3180034,0.0000000
2.3200034,0.0000000
2.3220034,0.0000000
2.3240034,0.0000000
2.3260034,0.0000000
2.3280034,0.0000000
